Start Depth,End Depth,Facies Class Name
2118.6207417351907,2119.036918946132,nc
2119.0370867595234,2119.7382111092465,os
2119.738378922638,2119.8123846282933,is
2119.812552441685,2119.8779996643734,sh
2119.8781674777647,2119.953180063769,os
2119.9533478771605,2120.055378419198,nc
2120.055546232589,2120.8229568719585,os
2120.8231246853497,2121.3277395536165,nc
2121.327907367008,2121.3873133076017,s
2121.387481120993,2121.452928343682,is
2121.4530961570736,2121.989259942944,os
2121.989427756335,2122.0357442523914,nc
2122.0359120657827,2122.2225205571403,os
2122.222688370532,2122.322705151871,sh
2122.322872965263,2122.364826,is
2122.364994126531,2122.449236449069,sh
2122.449404,2122.475750964927,is
2122.4759187783184,2122.4883369692902,ih
2122.488504782681,2122.5012586004364,os
2122.501426413828,2122.520221513677,ih
2122.520389327068,2122.552609498238,os
2122.5527773116296,2122.610673,sh
2122.6108407450915,2122.677798288304,is
2122.677966101695,2122.7422386306425,ih
2122.7424064440343,2122.798456116798,is
2122.798623930189,2122.986239301896,os
2122.986407115288,2123.030039,nc
2123.030206410472,2123.183755663702,os
2123.1839234770937,2123.2205067964424,sh
2123.220674609834,2123.2545729149188,is
2123.254741,2123.3034066118475,ih
2123.303574,2123.3742238630643,os
2123.374391676456,2123.418694411814,sh
2123.418862225205,2123.430609162612,nc
2123.4307769760026,2123.462158080215,is
2123.4623258936062,2123.524752475248,s
2123.524920288639,2123.543715388488,is
2123.5438832018795,2123.6368518207755,os
2123.637019634167,2123.663869776808,ih
2123.664038,2123.791575767746,os
2123.791743581138,2124.084913576103,nc
2124.085081389495,2124.4069474744083,os
2124.407115,2124.6126866923983,sh
2124.612854505789,2124.951501929854,os
2124.951669743245,2125.305420372545,nc
2125.3055881859373,2125.506293002182,os
2125.506460815573,2125.885719080383,sh
2125.885886893774,2130.0352408122167,nc
2130.0354086256084,2130.861721765397,sh
2130.8618895787886,2131.0364155059574,nc
2131.0365833193487,2131.928008055043,sh
2131.928175868434,2132.041617721094,nc
2132.041785534486,2132.8167477764728,sh
2132.816915589864,2133.0337304916934,nc
2133.0338983050847,2182.430105722437,os
2182.4302735358283,2182.454774290989,sh
2182.454942,2182.8959556972645,ih
2182.8961235106563,2183.332941768753,nc
2183.3331095821445,2183.614197012921,os
2183.614364826313,2183.620573921799,is
2183.6207417351907,2183.974660177882,os
2183.9748279912737,2184.019130726632,nc
2184.019298540024,2184.8174190300388,os
2184.817587,2184.870280248364,ih
2184.870448061756,2184.894277563349,os
2184.8944453767413,2185.276053029032,nc
2185.276220842424,2185.3191810706494,os
2185.319348884041,2185.339150864239,is
2185.3393186776307,2185.367175700621,os
2185.367343514012,2185.3967108575266,is
2185.396878670918,2185.963249,os
2185.963416680652,2186.027017956033,nc
2186.027185769424,2186.337808357107,os
2186.337976170498,2186.495217318342,sh
2186.4953851317337,2186.567209263299,os
2186.5673770766907,2186.6094982379595,ih
2186.609666051351,2186.774123175029,is
2186.774290988421,2186.838899144152,sh
2186.839066957544,2186.860547071656,nc
2186.860714885048,2186.918778,sh
2186.918946131901,2186.9483134754155,os
2186.9484812888068,2187.2862896459137,nc
2187.286457459305,2187.8207752978687,os
2187.8209431112605,2187.859204564524,nc
2187.859372377916,2187.983050847457,os
2187.983218660849,2188.031716730995,nc
2188.0318845443867,2188.515019,os
2188.5151871119315,2189.0182916596746,nc
2189.018459473066,2189.957375398557,s
2189.957543211948,2190.0330592381274,nc
2190.0332270515187,2190.172847793254,sh
2190.173015606645,2190.2792414834703,ih
2190.279409296862,2190.3567712703475,is
2190.356939083739,2190.7283101191474,sh
2190.728477932539,2190.8529954690384,s
2190.853163,2191.041449907703,sh
2191.041617721094,2191.4656821614367,os
2191.465849974828,2191.528779996644,nc
2191.528947810036,2191.635844940426,s
2191.636012753818,2191.8397382111093,sh
2191.8399060245006,2192.0384292666554,nc
2192.038597080047,2192.113609666051,sh
2192.113777479443,2192.923141466689,os
2192.9233092800805,2193.021312300721,nc
2193.0214801141133,2193.046819936231,os
2155.338479610673,2155.917603624769,sh
2155.917771438161,2156.0333948649104,nc
2156.0335626783017,2156.942775633496,sh
2156.942943446887,2157.0312132908207,nc
2157.031381104212,2157.932706830005,sh
2157.9328746433966,2158.0387648934384,nc
2158.038933,2158.887397214298,sh
2158.887565027689,2159.0199697935896,nc
2159.020137606981,2159.084745762712,ih
2159.084913576103,2159.113442,s
2159.113609666051,2159.224534317839,sh
2159.224702,2159.3842926665548,s
2159.3844604799465,2159.538513173351,sh
2159.5386809867427,2159.569726464172,ih
2159.5698942775634,2159.611344185266,s
2159.611511998657,2159.679644,sh
2159.6798120490016,2159.733344520893,ih
2159.733512334284,2159.760362476926,is
2159.760530290317,2159.798791743581,s
2159.7989595569725,2159.832354421883,sh
2159.832522235274,2159.883202,is
2159.8833696929014,2159.9367343514014,ih
2159.9369021647926,2160.0275213962072,nc
2160.027689209599,2160.0736700788725,is
2160.073837892264,2160.3837892263805,sh
2160.383957039772,2160.4156737707667,is
2160.4158415841584,2160.4633327739552,ih
2160.463500587347,2160.505621748616,is
2160.505789562007,2160.821110924652,sh
2160.8212787380435,2161.0364155059574,nc
2161.0365833193487,2161.467360295352,sh
2161.467528108743,2161.505789562007,nc
2161.5059573753983,2161.518711193153,sh
2161.518879006545,2161.549085417016,ih
2161.549253230408,2161.800302064105,sh
2161.800469877496,2161.820271857694,nc
2161.8204396710858,2161.9523409968115,s
2161.952508810203,2164.167309951334,nc
2164.167477764726,2164.2874643396544,ih
2164.2876321530457,2164.5960731666387,sh
2164.5962409800304,2164.691391173016,is
2164.691558986407,2164.736365,ih
2164.736532975332,2164.7768081892937,is
2164.776976002685,2165.0322201711697,nc
2165.032387984561,2165.112938412485,sh
2165.113106225877,2165.125356603457,is
2165.1255244168483,2165.157241147844,ih
2165.157408961235,2165.206578284947,is
2165.2067460983385,2165.2871287128714,ih
2165.2872965262627,2165.296861889579,is
2165.29703,2165.331599261621,ih
2165.3317670750125,2165.3505621748614,is
2165.350729988253,2165.5653633159927,ih
2165.565531129384,2165.6368518207755,sh
2165.637019634167,2165.688873972143,ih
2165.6890417855343,2165.7262963584494,sh
2165.7264641718407,2165.763047,is
2165.763215304581,2165.9038429266657,ih
2165.904010740057,2166.041114,nc
2166.041282094311,2166.284779,ih
2166.2849471387817,2166.418358785031,sh
2166.4185265984224,2166.4389998321867,is
2166.439167645578,2166.6685685517705,nc
2166.6687363651617,2166.834703809364,sh
2166.834871622756,2167.043463668401,nc
2167.043631481792,2167.367679140796,ih
2167.367846954187,2167.394865,is
2167.395032723611,2167.519885886894,ih
2167.520053700285,2167.635677127035,sh
2167.635844940426,2167.6855177043126,ih
2167.6856855177043,2167.803993958718,sh
2167.8041617721096,2167.8382278905856,is
2167.8383957039773,2167.9355596576606,sh
2167.9357274710524,2168.017116965934,nc
2168.0172847793256,2168.2440006712536,sh
2096.8086927336803,2097.017788,nc
2097.017956032892,2097.287799966437,s
2097.2879677798287,2097.367511327404,sh
2097.367679140796,2097.974324551099,s
2097.9744923644907,2098.035576,nc
2098.0357442523914,2098.4296022822623,s
2098.4297700956536,2098.47273,nc
2098.4728981372714,2098.8467863735527,s
2098.846954186944,2099.0367511327404,nc
2099.036918946132,2099.9748279912737,s
2099.974995804665,2100.029031716731,nc
2100.0291995301227,2100.0674609833864,ih
2100.067628796778,2100.9655982547406,os
2100.9657660681323,2101.014935391844,nc
2101.015103205236,2101.534485651955,os
2101.5346534653463,2102.292666554791,nc
2102.2928343681824,2102.982212,s
2102.9823795938914,2103.0404430273534,nc
2103.040610840745,2103.940258432623,s
2103.9404262460143,2105.394193656654,nc
2105.394361470045,2105.971303910052,s
2105.971471723444,2106.349890921296,nc
2106.350058734687,2106.987581809028,os
2106.98775,2107.039268333613,nc
2107.0394361470044,2107.714549421044,os
2075,2075.307434133244,nc
2075.307601946636,2075.9708004698773,os
2075.970968283269,2076.028093645485,nc
2076.028260869565,2076.9628762541806,os
2076.9630434782607,2077.283772445041,nc
2077.2839402584327,2077.9885886893776,os
2077.988756502769,2078.032387984561,nc
2078.0325557979527,2078.967444202048,os
2078.967612015439,2079.296526262796,nc
2079.296694076187,2079.407450914583,os
2079.4076187279743,2079.6009397549924,ih
2079.601107568384,2080.029031716731,os
2080.0291995301227,2080.059405940594,ih
2080.0595737539857,2080.689880852492,os
2080.690048665884,2081.0333948649104,nc
2081.0335626783017,2081.041449907703,os
2081.041617721094,2081.0941433126363,ih
2081.094311126028,2081.882866252727,os
2081.8830340661184,2082.048162443363,nc
2082.0483302567545,2082.0736700788725,ih
2082.073837892264,2082.709011579124,nc
