Start Depth,End Depth,Facies Class Name
2401,2401.0298707836887,nc
2401.030039,2401.370699781842,is
2401.370867595234,2401.452089276724,ih
2401.452257090116,2401.7382111092465,is
2401.738378922638,2401.752810874308,ih
2401.7529786876994,2402.0199697935896,nc
2402.020137606981,2402.0599093807687,is
2402.060077,2402.0968283269003,ih
2402.096996140292,2402.618895787884,is
2402.6190636012752,2402.7504614868267,s
2402.750629300218,2403.080886054707,nc
2403.0810538680985,2403.224534317839,s
2403.224702,2403.2470213123006,ih
2403.2471891256923,2403.3161604296024,is
2403.3163282429937,2403.4443698607147,nc
2403.4445376741064,2403.9766739385805,s
2403.976841751972,2404.265648598758,nc
2404.265816,2404.960563852996,is
2404.960731666387,2405.024836381944,nc
2405.025004195335,2405.973653297533,is
2405.9738211109247,2406.3195166974324,nc
2406.319684510824,2406.600100688035,is
2406.6002685014264,2406.608994797785,nc
2406.6091626111765,2406.889746601779,is
2406.8899144151706,2407.1228394025843,nc
2407.123007215976,2407.173519,ih
2407.1736868602115,2407.2142977009566,is
2407.214465514348,2407.2337640543715,ih
2407.233931867763,2407.352576,nc
2407.352743748951,2407.960396039604,is
2407.960563852996,2408.2805839906023,nc
2408.280751803994,2408.959389159255,is
2408.9595569726466,2409.0229904346365,nc
2409.0231582480283,2409.983050847457,is
2409.983218660849,2410.182748783353,nc
2410.182916596744,2410.2198355428764,ih
2410.220003356268,2410.540526934049,is
2410.5406947474407,2410.614364826313,ih
2410.6145326397045,2410.8550092297364,os
2410.855177043128,2410.953012250377,nc
2410.953180063769,2411.227890585669,ih
2411.228058,2411.274878335292,nc
2411.2750461486826,2411.358281590871,ih
2411.3584494042625,2411.8095318006376,is
2411.8096996140293,2411.872965262628,ih
2411.873133,2411.960563852996,is
2411.960731666387,2412.0053700285284,nc
2412.005538,2412.7140459808693,is
2412.714213794261,2417.4289310286963,nc
2417.429098842088,2419.700453096157,os
2419.7006209095484,2419.758852156402,sh
2419.7590199697934,2419.9370699781844,os
2419.937237791576,2420.0209766739385,nc
2420.0211444873303,2420.718744755832,os
2420.718912569223,2421.0345695586507,nc
2421.0347373720424,2421.956368518208,os
2421.956536331599,2422.031381104212,nc
2422.031548917604,2422.7163953683503,os
2422.716563181742,2423.082396375231,nc
2423.082564188622,2423.3750629300216,is
2423.3752307434133,2423.9365665380096,os
2423.9367343514014,2424.037590199698,nc
2424.0377580130894,2424.3722101023664,os
2424.3723779157576,2424.4056049672763,ih
2424.405772780668,2424.481624,os
2424.481792247021,2424.5046148682663,ih
2424.504782681658,2424.7440845779493,os
2424.744252391341,2428.3426749454607,nc
2428.342842758852,2428.955529,os
2428.955697264642,2429.029702970297,nc
2429.0298707836887,2429.434804497399,os
2429.4349723107903,2429.451250209767,nc
2429.451418023158,2429.940258432623,os
2429.9404262460143,2430.342842758852,nc
2430.343010572244,2430.4448733008894,os
2430.445041114281,2430.6870280248363,is
2430.687195838228,2430.9761704984057,s
2430.976338311797,2431.026346702467,nc
2431.0265145158583,2431.9664373216983,os
2431.9666051350896,2432.2778989763383,nc
2432.278067,2432.5964087934217,os
2432.5965766068134,2433.0352408122167,nc
2433.0354086256084,2433.263970464843,os
2433.2641382782344,2433.8338647424066,sh
2433.834032555798,2434.0182916596746,nc
2434.018459473066,2434.8523242154724,sh
2434.852492028864,2435.0360798791744,nc
2435.0362476925657,2435.929182748783,sh
2435.929350562175,2436.0803826145325,nc
2436.080550427924,2436.2597751300555,sh
2436.2599429434467,2436.309112267159,ih
2436.3092800805503,2436.4601443195165,sh
2436.4603121329083,2436.7177378754823,nc
2436.717905688874,2436.883873133076,sh
2436.8840409464674,2658.0380936398724,nc
2658.038261453264,2658.235274374895,os
2658.2354421882865,2658.829165967444,s
2658.829333780836,2658.8919281758685,is
2658.892096,2658.9770095653635,s
2658.9771773787547,2659.281423,nc
2659.281590870952,2659.44051,s
2659.4406779661017,2659.497398892432,is
2659.497566705823,2659.634166806511,ih
2659.634334619903,2659.663198523242,is
2659.6633663366338,2659.690216479275,ih
2659.6903842926667,2659.761033730492,is
2659.761201543883,2659.826145326397,ih
2659.8263131397885,2659.960731666387,s
2659.9608994797786,2660.026178889076,nc
2660.026346702467,2660.960060412821,s
2660.9602282262126,2661.3185098170834,nc
2661.318677630475,2661.980365833193,s
2661.980533646585,2662.3027353582816,nc
2662.3029031716733,2662.5715724114784,s
