Start Depth,End Depth,Facies Class Name
2105,2105.019801980198,nc
2105.0199697935896,2105.186105051183,sh
2105.1862728645747,2105.208424232254,is
2105.208592045645,2105.594227219332,sh
2105.594395032724,2105.6942440006715,os
2105.6944118140627,2105.7190803826147,is
2105.719248196006,2105.754153,os
2105.7543211948314,2105.802148011411,sh
2105.802315824803,2105.8380600771943,os
2105.8382278905856,2105.871622755496,ih
2105.871790568888,2105.9219667729485,os
2105.922135,2105.9899311965096,is
2105.990099009901,2106.135928847122,nc
2106.136096660513,2106.191978519886,sh
2106.1921463332774,2106.227051518711,is
2106.227219332103,2106.2799127370363,sh
2106.280080550428,2106.298204396711,is
2106.2983722101026,2106.964759187784,sh
2106.9649270011746,2107.1268669239807,nc
2107.127034737372,2107.218660849136,sh
2107.218828662528,2107.2737036415506,ih
2107.2738714549423,2107.9546903842925,sh
2107.954858197684,2108.1302231918107,nc
2108.130391005202,2108.8966269508305,sh
2108.8967947642222,2108.958886,is
2108.959053532472,2108.993287,sh
2108.993455277732,2109.263970464843,nc
2109.2641382782344,2109.956032891425,sh
2109.956200704816,2110.124518,nc
2110.124685349891,2111.265480785367,sh
2111.265648598758,2111.330928008056,os
2111.3310958214465,2111.406108407451,ih
2111.4062762208423,2111.961402919953,sh
2111.9615707333446,2112.0364155059574,nc
2112.0365833193487,2112.940258432623,sh
2112.9404262460143,2131.028696089948,nc
2131.028864,2131.9684510823963,s
2131.968618895788,2132.286457459305,nc
2132.2866252726967,2132.971975163618,s
2132.9721429770098,2133.027017956033,nc
2133.027185769424,2133.962745427085,s
2133.9629132404766,2134.3166638697767,nc
2134.3168316831684,2134.974324551099,s
2134.9744923644907,2135.096324886726,nc
2135.0964927001173,2135.9681154556133,s
2135.968283269005,2136.3324383285785,nc
2136.3326061419702,2136.9629132404766,s
2136.963081053868,2137.0258432622923,nc
2137.026011075684,2137.1329082060747,ih
2137.1330760194664,2137.738714549421,is
2137.7388823628125,2137.940090619232,s
2137.940258432623,2138.0453096157075,nc
2138.045477429099,2138.366672260446,os
2138.366840073838,2138.871622755496,nc
2138.871790568888,2138.943614700453,sh
2138.943782513845,2139.1184762544053,nc
2139.1186440677966,2139.170330592381,is
2139.170498405773,2139.2191642893104,os
2139.2193321027016,2139.235945628461,ih
2139.2361134418525,2139.265480785367,is
2139.265648598758,2139.2935056217484,ih
2139.293673,2139.3149857358617,s
2139.3151535492534,2139.414834703809,ih
2139.4150025172007,2139.434133243833,is
2139.4343010572243,2139.454774290989,ih
2139.454942,2139.487665715724,is
2139.4878335291155,2139.5626783017283,os
2139.562846,2139.6026178889074,nc
2139.602785702299,2139.624265816412,is
2139.624433629804,2139.6561503607986,os
2139.6563181741903,2139.687364,is
2139.687531465011,2139.760026850143,ih
2139.760194663534,2139.788890753482,sh
2139.789058566874,2139.829669407619,is
2139.829837,2139.8823628125524,sh
2139.882530625944,2139.9087095150194,s
2139.9088773284107,2139.958214465514,is
2139.958382278906,2140.0349051854337,nc
2140.0350729988254,2140.075516026179,s
2140.0756838395705,2140.181070649438,nc
2140.181238462829,2140.4151703305924,sh
2140.415338143984,2140.448733008894,s
2140.4489008222854,2140.5175364994125,sh
2140.517704312804,2140.5551266991106,s
2140.5552945125023,2140.603792582648,is
2140.6039603960394,2140.6237623762377,ih
2140.623930189629,2140.678972982044,sh
2140.679140795436,2140.7068300050346,is
2140.706997818426,2140.742909884209,nc
2140.7430776976003,2140.900318845444,sh
2140.9004866588352,2141.0919617385466,nc
2141.0921295519383,2141.142305755999,sh
2141.142473569391,2141.167813391509,ih
2141.167981,2141.184595,s
2141.184762544051,2141.937405604968,sh
2141.9375734183586,2142.0298707836887,nc
2142.030039,2142.084242322537,ih
2142.084410135929,2142.151367679141,nc
2142.1515354925323,2142.1760362476925,sh
2142.1762040610843,2142.196173854674,is
2142.196341668065,2142.239301896291,ih
2142.239469709683,2142.256754489008,is
2142.256922,2142.280751803994,sh
2142.2809196173853,2142.326397046484,is
2142.326564859876,2142.355093136432,ih
2142.355260949824,2142.460647759692,is
2142.4608155730825,2142.488504782681,ih
2142.488672596073,2142.523745594898,os
2142.523913,2142.574089612351,is
2142.5742574257424,2142.6131901325725,os
2142.6133579459643,2142.645913743917,is
2142.646081557308,2142.817083403256,os
2142.817251216647,2142.8441013592883,ih
2142.844269,2142.885719080383,os
