Start Depth,End Depth,Facies Class Name
2175,2175.477429098842,nc
2175.477596912234,2175.572411478436,os
2175.5725792918274,2175.59171,is
2175.591877831851,2175.9796945796274,sh
2175.979862393019,2176.005352065563,nc
2176.005519317612,2176.421307911022,ih
2176.4214751630707,2176.866867369125,sh
2176.8670346211743,2177.021312300721,nc
2177.0214801141133,2177.089780164457,ih
2177.0899479778486,2177.1506964255746,is
2177.1508642389663,2177.2795771102533,ih
2177.279744923645,2177.3013928511496,is
2177.301560664541,2177.937405604968,ih
2177.9375734183586,2178.2074173519045,nc
2178.207585165296,2178.306762879678,sh
2178.3069306930693,2178.370196341668,nc
2178.370364,2178.874979023326,os
2178.8751468367177,2179.015942272193,nc
2179.016110085585,2179.468199362309,os
2179.4683671757007,2179.793757341836,nc
2179.7939251552275,2179.8774962241987,os
2179.8776640375904,2180.0374223863064,nc
2180.037590199698,2180.138949488169,os
2180.139117301561,2180.186440677966,nc
2180.1866084913577,2180.6177210941432,os
2180.617888907535,2181.012586004363,nc
2181.012753817755,2181.2606141970127,sh
2181.2607820104045,2181.277059909381,nc
2181.2772277227723,2181.9355596576606,sh
2181.9357274710524,2182.3611344185265,nc
2182.361302231918,2182.393858029871,ih
2182.394025843262,2182.416680651116,is
2182.4168484645074,2182.4274207081726,nc
2182.427588521564,2182.9506628628965,sh
2182.950830676288,2183.093136432288,nc
2183.0933042456786,2183.330928008056,sh
2183.3310958214465,2183.388320187951,ih
2183.3884880013425,2183.934720590704,sh
2183.934888404094,2184.018795099849,nc
2184.018962913241,2184.955697264642,sh
2184.955865078033,2185.015774458802,nc
2185.015942272193,2185.756167142138,sh
2185.7563349555294,2185.902668232925,ih
2185.9028360463167,2185.986910555462,sh
2185.987078368854,2186.2136264473907,nc
2186.213794260782,2186.261788890753,is
2186.261956704145,2186.406779661017,s
2186.4069474744083,2186.7534821278737,sh
2186.7536499412654,2186.8180902836048,nc
2186.818258096996,2186.9008222856182,sh
2186.90099,2187.015607,nc
2187.015774458802,2187.056553112938,is
2187.056721,2187.117133747273,sh
2187.1173015606646,2187.135928847122,is
2187.136096660513,2187.164625,sh
2187.1647927504614,2187.2064104715555,is
2187.206578284947,2187.2169827152206,sh
2187.2171505286124,2187.273536,is
2187.2737036415506,2187.2809196173853,nc
2187.281087430777,2187.345863,sh
2187.346031,2187.371706662192,is
2187.371874475584,2187.393354589696,s
2187.393522403088,2187.509649270012,sh
2187.509817083403,2187.591542205068,ih
2187.59171,2187.7778150696427,is
2187.777982883034,2188.0493371371035,nc
2188.0495049504952,2188.291324047659,s
2188.2914918610504,2188.308776640376,nc
2188.308944453768,2188.3445208927674,s
2188.344688706158,2188.3894948816915,nc
2188.389662695083,2188.5380097331768,sh
2188.538177546568,2188.5564692062426,is
2188.5566370196343,2188.5675448900824,nc
2188.5677127034737,2188.5985903675114,ih
2188.5987581809027,2188.7648934384965,sh
2188.765061251888,2188.832690048666,ih
2188.8328578620576,2188.933378083571,is
2188.933545896962,2188.974324551099,sh
2188.9744923644907,2189.042624601443,nc
2189.042792414835,2189.6541366001006,sh
2189.6543044134924,2189.680315489176,nc
2189.680483302568,2189.6876992784023,ih
2189.687867091794,2189.7944285954018,is
2189.794596408793,2189.848464507468,sh
2189.848632320859,2190.019466353415,nc
2190.0196341668066,2190.140124,ih
2190.140291995301,2190.703305923813,sh
2190.703473737204,2191.028192649773,nc
2191.028360463165,2191.205739217989,is
2191.205907031381,2191.5319684510823,nc
2191.532136264474,2191.5990938076857,sh
2191.5992616210774,2191.6237623762377,is
2191.623930189629,2191.6368518207755,ih
2191.637019634167,2191.660177882195,is
2191.6603456955863,2191.720255076355,sh
2191.7204228897467,2191.759187783185,ih
2191.759355596577,2191.8140627622083,is
2191.814231,2191.824635005873,s
2191.824802819265,2191.85652,sh
2191.8566873636514,2191.888907534821,ih
2191.889075348213,2191.9224702131232,is
2191.9226380265145,2191.9708004698773,s
2191.970968283269,2192.0394361470044,nc
2192.039603960396,2192.943950327236,sh
2192.944118140628,2193.028528276556,nc
2193.028696089948,2193.2470213123006,sh
2193.2471891256923,2193.2737036415506,nc
2193.2738714549423,2193.2782346031213,sh
2193.278402416513,2193.2884712200034,ih
2193.2886390333947,2193.351904681994,sh
2193.352072495385,2193.388655814734,ih
2193.388823628125,2193.479275046149,is
2193.479443,2193.592549085417,s
2193.5927168988087,2193.7217653968787,sh
2193.721933,2194.009900990099,nc
2194.0100688034904,2194.0384292666554,ih
2194.038597080047,2194.047827,sh
2194.0479946299715,2194.070817251217,nc
2194.070985064608,2194.237455948985,sh
2194.237623762376,2194.263131397885,is
2194.263299211277,2194.4980701459976,sh
2194.4982379593894,2194.515690552106,is
2194.515858365497,2194.729820439671,sh
2194.7299882530624,2194.7702634670245,ih
2194.770431280416,2194.8976338311795,sh
2194.8978016445712,2194.911562342675,is
2194.9117301560664,2194.9912737036416,sh
2194.991441517033,2195.013257257929,nc
2195.013425071321,2195.393522403088,sh
2195.393690216479,2195.421379426078,is
2195.421547,2195.577278,sh
2195.577445880181,2195.604631649606,is
2195.604799462997,2195.830172847793,sh
2195.830340661185,2196.027689209599,nc
2196.0278570229902,2196.124685349891,s
2196.1248531632823,2196.226212451754,is
2196.226380265145,2196.956871958382,s
2196.957039771774,2197.407786541366,nc
2197.4079543547573,2197.4895116630305,is
2197.489679476422,2197.564188622252,ih
2197.564356435644,2197.608155730827,is
2197.608323544219,2197.765061251888,s
2197.7652290652795,2197.798120490015,is
2197.7982883034065,2197.984728981373,s
2197.984896794764,2198.308776640376,nc
2198.308944453768,2198.905017620406,s
2198.9051854337977,2198.971639536835,sh
2198.9718073502268,2199.0268501426413,nc
2199.027017956033,2199.043631481792,is
2199.043799295184,2199.247356939084,s
2199.247524752476,2199.961067,os
2199.9612351065616,2200.0768585333108,nc
2200.0770263467025,2200.152375,os
2200.1525423728813,2201,nc
