Start Depth,End Depth,Facies Class Name
1989.3765943877552,1989.928730867347,sh
1989.9288903061224,1990.0511041009463,nc
1990.051261829653,1990.5681388012613,sh
1990.5682965299684,1990.7190851735013,nc
1990.719242902208,1990.8678233438488,sh
1990.8679810725555,1991.034636161424,nc
1991.034795042898,1991.9486812837624,sh
1991.9488401652368,1992.026420499761,nc
1992.0265796593983,1992.423682954003,sh
1992.423842,1993.041532517708,nc
1993.0416934964585,1993.8602704443008,sh
1993.860431423052,1994.0816358755724,nc
1994.081794,1994.9395231327965,sh
1994.939681035844,1995.0084985835688,nc
1995.0086559647464,1995.1156751652504,sh
1995.115832546428,1995.378816493548,ih
1995.3789738747248,1995.9213094113943,sh
1995.921466792572,1996.0082592121985,nc
1996.008418043202,1996.557337992376,sh
1996.557497,1996.612452350699,os
1996.6126111817027,1996.924078780178,sh
1996.9242376111813,1997.2161436482631,nc
1997.2163114616544,1997.3720422889744,os
1997.372210102366,1997.5158583654973,sh
1997.516026178889,1997.5422050679645,ih
1997.542372881356,1997.7627118644068,sh
1997.7628796777983,1997.9761704984053,ih
1997.9763383117968,1998.0741735190468,nc
1998.0743413324385,1998.377077,sh
1998.377244504112,1998.437825138446,ih
1998.4379929518373,1998.6016110085584,sh
1998.601779,1998.673602953516,os
1998.6737707669072,1998.946803154892,sh
1998.9469709682835,2002.0074378857407,nc
2002.0075961386287,2002.7987023263167,sh
1978.4910219835544,1978.8632320859203,s
1978.863399899312,1979.019620996143,nc
1979.0197886969647,1979.750461,s
1979.7506288780808,1980.0736700788725,nc
1980.073837892264,1980.1951669743248,os
1980.195334787716,1980.321362644739,nc
1980.3215304581304,1980.7041449907704,os
1980.7043128041616,1981.0228226212453,nc
1981.0229904346368,1981.9657660681323,os
1981.965933881524,1982.009565363316,nc
1982.009733176708,1982.747944285954,os
1982.7481120993448,1983.0594059405944,nc
1983.0595737539857,1983.9817083403257,os
1983.9818761537167,1984.015103205236,nc
1984.015271018628,1984.8125524416848,os
1984.8127202550763,1985.0760194663533,nc
1985.076187279745,1985.6465849974827,os
1985.6467528108744,1985.8008055042792,ih
1985.8009733176707,1985.9486491021985,os
1985.9488169155893,1986.3769088773283,nc
1986.377077,1986.544722268837,os
1986.5448900822284,1987.037590199698,nc
1987.0377580130887,1987.427588521564,os
1987.427756334956,1987.9749958046648,sh
1987.9751636180567,1988.019466353415,nc
1988.0196341668063,1988.9776808189288,sh
1988.977848632321,1989.0773278061224,nc
1989.077487244898,1989.3764349489795,sh
1955.906192314147,1956.026150281364,nc
1956.0263157894733,1956.345415425356,os
1956.3455809334653,1956.9721946375373,sh
1956.9723601456471,1957.140627622084,nc
1957.140795435476,1957.954858197684,os
1957.955026011076,1957.980198019802,ih
1957.9803658331928,1958.0250041953348,nc
1958.0251720087265,1958.4287632153048,os
1958.428931028696,1958.7140459808693,sh
1958.7142137942608,1959.0219835542875,nc
1959.022151367679,1959.684510823964,sh
1959.6846786373555,1959.9486491021985,os
1959.9488169155893,1960.030358026728,nc
1960.030523016004,1960.935159214651,sh
1960.9353242039267,1961.030206410472,nc
1961.030374223863,1961.3257257929183,sh
1961.3258936063096,1961.8529954690384,os
1961.853163,1962.013592884712,nc
1962.013760698104,1962.6670582312468,sh
1962.6672260446385,1963.0446383621413,nc
1963.0448061755328,1963.8122168149016,sh
1963.812384628293,1964.0383970489604,nc
1964.0385647216635,1964.5350435949028,sh
1964.5352112676053,1965.6306427252896,nc
1965.630810538681,1965.8315153549247,sh
1965.8316831683169,1966.0184049079755,nc
