Start Depth,End Depth,Facies Class Name
2141,2141.5561045584955,os
2141.5562639464456,2141.680586547657,nc
2141.680745935608,2141.7891297417914,os
2141.789289129742,2141.827861013707,is
2141.828020401658,2141.905323557539,os
2141.905482945489,2141.942460949952,is
2141.9426203379026,2142.189913317573,os
2142.190070921986,2142.201891252955,nc
2142.202048857368,2142.384239558708,os
2142.3843971631204,2142.730969,nc
2142.7311268715525,2142.9328605200944,is
2142.933018124508,2143.0192859419826,ih
2143.019445329933,2143.150621613006,is
2143.150781000956,2143.553554351291,os
2143.553713739241,2143.684093082563,nc
2143.684252470513,2143.791839336946,os
2143.7919987248965,2143.8131973222826,is
2143.8133567102327,2144.399745,os
2144.3999043672297,2144.7064073956008,nc
2144.706566783552,2144.746573159069,os
2144.746733,2144.7974179152056,nc
2144.797577303156,2145.279247688875,is
2145.279407076825,2145.3726490277336,os
2145.372808415684,2145.533471469557,is
2145.533630857507,2145.663213261077,ih
2145.663372649028,2145.6761236850493,nc
2145.6762830729995,2146.0949952183614,os
2146.095154606312,2146.2437041759645,ih
2146.2438635639146,2146.372808415684,sh
2146.372967803634,2146.387153331208,nc
2146.387312719158,2146.559451705451,ih
2146.559611093401,2146.608065030284,os
2146.608224418234,2146.6885559451707,nc
2146.688715333121,2146.7143767931143,os
2146.714536181065,2146.764425,sh
2146.764584,2146.896397832324,ih
2146.896557220274,2147.0161035680453,sh
2147.016261446164,2147.126618,os
2147.1267761288286,2147.200978844332,sh
2147.2011367224504,2147.230344174297,os
2147.2305020524154,2147.267919166404,ih
2147.2680770445218,2147.342279760025,os
2147.342437638144,2147.392800757815,sh
2147.392958635933,2147.705399431639,nc
2147.705557309757,2148.346190627989,os
2148.3463500159387,2148.7013069811924,nc
2148.7014663691425,2148.791679948996,os
2148.791839336946,2148.823558,nc
2148.8237169270005,2148.9260439910745,ih
2148.9262033790246,2149.3379024545743,os
2149.338061842525,2149.7167676123686,nc
2149.7169270003187,2149.8039528211666,os
2149.804112209117,2149.884443736053,s
2149.884603124004,2149.967166082244,ih
2149.9673254701943,2150.5627988524066,os
2150.562958240357,2150.584794389544,ih
2150.5849537774943,2150.629582,sh
2150.6297417915207,2150.667516735735,nc
2150.667676123685,2150.735097226649,is
2150.735257,2150.839018170226,s
2150.8391775581767,2151.034570250555,is
2151.034728829686,2151.102600697748,sh
2151.102759276879,2151.2867110688235,is
2151.2868696479545,2151.335870599429,os
2151.336029,2151.3471297177293,nc
2151.347288,2151.464319695528,is
2151.464478274659,2151.604662226451,ih
2151.6048208055818,2151.952267681573,os
2151.952426260704,2152.0086069493145,is
2152.008766337265,2152.0551482307937,nc
2152.055307618744,2152.075390500478,s
2152.075549888428,2152.174051641696,ih
2152.1742110296464,2152.368823716927,nc
2152.3689831048773,2152.963181383488,os
2152.9633407714377,2153.0119540962705,nc
2153.0121134842207,2153.3254701944534,os
2153.3256295824035,2153.379502709596,nc
2153.3796620975454,2153.9862926362766,os
2153.9864520242268,2154.3855594517054,nc
2154.3857188396555,2154.9660503665923,os
2154.9662097545424,2155.016167379933,nc
2155.0163258836583,2155.280551592962,os
2155.2807100966875,2155.3832620066573,nc
2155.383420510382,2155.5382786495484,os
2155.538437153273,2155.6942463147884,is
2155.694404818513,2155.7616103978444,ih
2155.761768901569,2156.0368186165124,s
2156.036978004463,2156.386356391457,nc
2156.386515779407,2156.8203697800445,os
2156.820529167995,2157.094835830412,ih
2157.0949952183614,2157.120975454256,is
2157.1211348422057,2157.168791839337,ih
2157.1689512272874,2157.201147593242,is
2157.2013069811924,2157.310168951228,ih
2157.310328339177,2157.3667516735736,nc
2157.366911061524,2157.450589735416,is
2157.450749123366,2157.9091488683457,ih
2157.909308256296,2157.957443417278,is
2157.957602805228,2158.059611093401,nc
2158.059770481352,2158.1954096270324,ih
2158.1955690149825,2158.258687,is
2158.258846,2158.398948039528,nc
2158.3991074274786,2158.5192859419826,os
2158.519445329933,2158.6102964615875,sh
2158.6104558495376,2158.6463181383488,ih
2158.646477526299,2158.7172457762194,is
2158.7174051641696,2159.063595792158,os
2159.0637551801083,2159.3973541600253,nc
2159.397513547976,2159.732547019445,os
2159.732706407396,2159.9933057060884,nc
2159.993465094039,2160.074912336627,ih
2160.075071724578,2160.113324832643,nc
2160.113484220593,2160.3308893847625,os
2160.3310487727126,2160.4085113165443,nc
2160.408670704495,2160.970035065349,os
2160.9701944532994,2161.392362768496,nc
2161.392521877486,2161.684327764519,os
